subjectNo,ACTIVE,PERCEPTUAL,MUSICAL,SINGING,EMOTIONS,GENERAL,classical,blues,country,dancElectronica,folk,rapHipHop,soulFunk,relgious,alternative,jazz,rock,pop,heavyMetal,SoundtracksThemeSongs,familyIncome,highestFather,highestMother,melodicTraning,melodicCourses,melodicPrivate,harmonicTraning,harmonicCourses,harmonicPrivate,sightsingTraning,sightsingCourses,sightsingPrivate,instrument,age,gender,meds,listMeds,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,beatScore,melodicScore,ravensScoreA,ravensScoreB,ravensScoreC,ravenAge,ravenSex,ravenHand,ravenHearing,ravenVision,V1,nsTotalScore,nsAttempted,nsTotalTime,symErrorTotal,symAccErrorTotal,symSpeedErorTotal,symSspanscore,symSspanTotal,symSspanPartialScore,symSspanPartialScoreBlock1,symSspanPartialScoreBlock2,symSspanPartialScoreBlock3,symSspanAbsoluteScore,symSymmetryCorrect,MathErrorTotal,OspanScore,OspanTotal,SpeedErrorTotal,AccErrorTotal,OspanPartialScore,OspanPartialBlock1,OspanPartialBlock2,OspanPartialBlock3,OspanAbsoluteScore,MathCorrect,tSpanPartialScore,tsMathErrorTotal,tspanPartialBlock1,tspanPartialBlock2,tspanPartialBlock3,tsAccErrorTotal,tsSpeedErrorTotal,tsAbsoluteScore,tsStrats
1027,34,48,28,24,33,71,5,6,2,5,3,6,6,5,5,5,5,5,2,6,3,5,6,1,1,1,1,1,1,1,1,1,Percussion,19,MALE,1,Na,5,2,5,5,2,5,6,2,2,7,6,3,6,5,7,6,3,5,6,2,5,4,4,5,2,6,6,2,2,1,4,3,6,6,6,5,5,5,15,9,,,,,,,,,27,6,12,5,3,2,1,,,17,3,7,7,6,45,0,,,0,0,32,9,11,12,9,81,40,2,13,13,14,2,0,17,{SHIFT}I{SPACE}said{SPACE}the{SPACE}tones{SPACE}in{SPACE}my{SPACE}head{SPACE}after{SPACE}{SHIFT}I{SPACE}heard{SPACE}them{.}{ENTER}
1028,49,55,35,34,38,98,6,5,3,3,4,7,7,5,6,6,6,7,4,7,3,2,2,1,1,1,1,1,1,1,1,1,Flute,19,FEMALE,1,,4,3,6,7,5,7,7,5,5,6,7,6,5,7,7,7,6,4,7,7,6,4,1,6,4,5,7,5,5,3,6,3,6,7,7,7,6,5,9,11,7,9,5,19,female,right,No,Normal,28,8,14,5,2,2,0,,,25,8,6,11,12,46,6,,,3,3,54,17,19,18,28,75,47,7,9,20,18,4,3,29,{SHIFT}Repition{SPACE}of{SPACE}the{SPACE}notes{ENTER}
1029,33,42,10,25,27,57,5,3,7,5,3,6,3,7,6,5,5,5,1,6,6,8,6,1,1,1,1,1,1,1,1,1,piano,20,FEMALE,1,,5,2,4,3,3,4,5,5,2,5,5,5,5,5,5,5,2,5,2,2,1,1,1,1,2,3,5,1,5,3,6,2,2,5,6,5,4,5,10,6,4,7,8,20,female,right,No,Corrected to Normal,29,8,15,3,2,1,1,,,16,3,5,8,7,45,6,,,4,2,61,21,18,22,37,75,46,3,17,14,15,2,1,14,{ENTER}
1030,59,62,39,41,42,115,7,5,3,5,5,7,5,1,5,7,3,4,5,5,1,8,4,2,3,2,2,3,2,2,3,2,Pianon,23,MALE,1,,7,6,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7,6,7,7,6,7,3,5,4,6,7,7,7,3,6,5,7,7,7,7,7,7,10,10,9,9,9,18,female,right,No,Corrected to Normal,30,8,11,5,4,4,0,,,23,6,11,6,16,42,6,,,1,5,63,17,23,23,40,75,55,3,18,17,20,3,0,23,"{SHIFT}I{SPACE}tapped{SPACE}my{SPACE}thumb{SPACE}whenever{SPACE}{SHIFT}I{SPACE}heard{SPACE}a{SPACE}high{SPACE}beat{,}middle{SPACE}finger{SPACE}for{SPACE}middle{SPACE}beat{,}{SPACE}and{SPACE}pinky{SPACE}for{SPACE}low{SPACE}beat{SPACE}and{SPACE}tried{SPACE}to{SPACE}remember{SPACE}the{SPACE}order{SPACE}my{SPACE}fingers{SPACE}tapped{.}{ENTER}"
1031,13,27,7,23,27,34,5,2,3,6,7,5,5,7,7,1,1,7,1,3,9,8,8,1,1,1,1,1,1,1,1,1,na,20,FEMALE,1,,1,1,1,1,1,1,1,1,5,1,5,2,1,5,1,6,1,5,1,1,1,1,1,1,1,3,3,1,6,3,6,1,1,6,6,1,6,7,6,8,8,5,5,20,female,right,No,Normal,31,5,15,2,2,2,0,,,9,4,3,2,2,45,4,,,1,3,23,5,5,13,13,75,11,6,6,5,0,6,0,0,{BACKSLASH}{ENTER}
1032,52,50,27,38,39,92,4,4,7,6,1,7,5,1,5,4,4,7,1,6,9,8,6,1,1,1,1,1,1,1,1,1,voicenvoice,18,FEMALE,1,,7,2,6,5,5,7,7,6,7,6,6,5,6,6,5,5,5,6,6,2,4,6,1,5,3,5,7,5,6,3,7,5,5,7,7,6,7,7,13,9,6,5,4,18,female,right,No,Corrected to Normal,32,8,15,4,6,4,2,,,25,9,8,8,7,41,21,,,9,12,55,25,10,20,42,58,45,9,12,20,13,7,2,26,{SHIFT}I{SPACE}just{SPACE}knew{SPACE}what{SPACE}the{SPACE}high{SPACE}and{SPACE}the{SPACE}low{SPACE}definatly{SPACE}sounded{SPACE}like{SPACE}so{SPACE}finding{SPACE}the{SPACE}medium{SPACE}wasnt{SPACE}hard{.}{SPACE}{SHIFT}I{SPACE}focused{SPACE}more{SPACE}on{SPACE}the{SPACE}sounds{SPACE}then{SPACE}on{SPACE}the{SPACE}math{SPACE}itslef{.}{SPACE}{ENTER}
1033,40,48,36,32,35,82,7,4,4,4,4,4,4,4,4,6,5,5,5,4,3,8,8,2,3,3,2,3,3,2,3,3,bassoon,20,MALE,1,,5,2,5,5,5,2,4,7,5,4,6,6,5,5,6,6,5,5,6,7,4,6,5,5,3,2,5,6,6,3,5,5,6,5,6,5,6,7,11,11,6,9,10,19,male,right,No,Corrected to Normal,33,10,13,5,1,1,0,,,36,14,11,11,30,47,5,,,3,2,72,25,22,25,68,75,68,7,21,24,23,6,1,44,{SHIFT}I{SPACE}just{SPACE}repeated{SPACE}the{SPACE}pattern{SPACE}in{SPACE}my{SPACE}head{SPACE}as{SPACE}i{SPACE}solved{SPACE}the{SPACE}problems{.}{ENTER}
1034,49,61,34,45,40,103,7,7,7,1,7,7,7,7,7,7,7,4,1,7,6,5,8,1,1,1,1,1,1,1,1,1,piano,21,FEMALE,1,,7,2,6,6,6,6,7,4,5,7,7,7,7,6,7,6,7,7,6,6,6,2,6,6,2,6,6,7,7,6,7,6,7,7,7,7,6,6,12,12,8,9,9,21,female,right,No,Normal,34,8,10,5,3,3,0,,,24,9,7,8,14,44,4,,,2,2,55,22,14,19,28,77,49,5,14,12,23,5,0,37,"{SHIFT}It{SPACE}was{SPACE}very{SPACE}difficult{SPACE}at{SPACE}first{SPACE}to{SPACE}try{SPACE}to{SPACE}remember{SPACE}the{SPACE}tones{SPACE}without{SPACE}a{SPACE}tool{SPACE}or{SPACE}strategy{,}{SPACE}but{SPACE}once{SPACE}{SHIFT}I{SPACE}started{SPACE}using{SPACE}the{SPACE}fingers{SPACE}on{SPACE}my{SPACE}left{SPACE}hand{SPACE}as{SPACE}a{SPACE}reminder{SPACE}of{SPACE}{SHIFT}L{,}{SHIFT}M{SHIFT}{,}{SHIFT}H{SPACE}notes{SPACE}it{SPACE}was{SPACE}much{SPACE}easier{SPACE}to{SPACE}recall{SPACE}the{SPACE}patterns{.}{SPACE}{SHIFT}i{SHIFT}{SPACE}also{SPACE}started{SPACE}repeating{SPACE}the{SPACE}sequence{SPACE}mentally{SPACE}each{SPACE}time{SPACE}a{SPACE}new{SPACE}tone{SPACE}would{SPACE}play{SPACE}to{SPACE}reinforce{SPACE}what{SPACE}{SHIFT}I{SPACE}had{SPACE}already{SPACE}heard{.}{SPACE}{SHIFT}{SHIFT}{SHIFT}I{SPACE}used{SPACE}my{SPACE}pinky{SPACE}finger{SPACE}as{SPACE}low{,}{SPACE}middle{SPACE}finger{SPACE}as{SPACE}finger{SPACE}as{SPACE}{SHIFT}M{,}{SPACE}and{SPACE}thumb{SPACE}as{SPACE}{SHIFT}High{,}{SPACE}siimilar{SPACE}to{SPACE}when{SPACE}{SHIFT}I{SPACE}played{SPACE}the{SPACE}piano{.}{SPACE}{ENTER}"
1035,44,52,40,31,35,93,5,4,7,6,4,7,4,4,5,4,3,7,1,7,3,5,3,1,1,1,1,1,1,1,1,1,Trumpet,18,FEMALE,1,,6,4,5,5,2,6,6,3,7,6,5,6,6,6,7,7,5,4,7,6,7,6,4,7,3,4,6,4,5,3,5,4,5,5,7,5,6,7,11,7,10,9,8,18,female,right,No,Normal,35,7,12,5,0,0,0,,,33,10,13,10,28,48,5,,,1,4,68,25,25,18,54,76,58,3,20,20,18,2,1,41,repeated{SPACE}the{SPACE}tones{SPACE}in{SPACE}my{SPACE}head{SPACE}while{SPACE}solving{SPACE}the{SPACE}equations{.}{ENTER}
1036,46,49,33,31,36,90,6,6,5,6,6,6,6,4,6,6,6,6,5,6,4,6,6,1,1,1,1,1,1,1,1,1,Euphonium baritone horn,19,MALE,1,,6,2,7,6,5,6,6,3,5,5,6,4,6,6,6,6,4,6,6,6,6,4,1,6,4,5,6,5,5,2,6,2,6,7,6,5,6,6,13,8,11,8,12,19,male,right,No,Normal,36,10,12,5,1,1,0,,,31,10,10,11,23,47,4,,,2,2,65,25,19,21,49,77,68,2,23,24,21,1,1,55,{SHIFT}{SHIFT}Repeating{SPACE}the{SPACE}list{SPACE}over{SPACE}in{SPACE}my{SPACE}head{SPACE}as{SPACE}each{SPACE}new{SPACE}tone{SPACE}was{SPACE}added{.}{SPACE}{SHIFT}Visualizing{SPACE}the{SPACE}tones{SPACE}on{SPACE}a{SPACE}line{SPACE}graph{SPACE}with{SPACE}three{SPACE}different{SPACE}points{UPARROW}{LEFTARROW}{.}{SPACE}{SHIFT}Listening{SPACE}for{SPACE}ascending{SPACE}and{SPACE}descending{SPACE}patterns{.}{SPACE}{SHIFT}Singing{SPACE}the{SPACE}tones{SPACE}back{SPACE}inside{SPACE}of{SPACE}my{SPACE}head{.}{ENTER}
1037,42,33,7,27,31,50,4,4,1,6,4,7,5,5,6,4,5,7,2,7,8,8,8,1,1,1,1,1,1,1,1,1,none,18,female,1,na,7,2,5,4,1,6,6,5,6,4,5,3,1,6,4,5,1,4,1,1,1,1,1,1,1,5,6,1,2,2,6,5,5,6,7,2,5,6,12,8,8,7,5,18,female,right,No,Corrected to Normal,37,9,15,5,1,1,0,,,25,9,5,11,9,47,6,,,4,2,46,19,13,14,25,75,42,6,9,17,16,5,1,24,{ENTER}
1038,35,40,16,34,33,69,4,5,7,6,4,6,4,6,5,6,6,6,3,6,8,7,7,1,1,1,1,1,1,1,1,1,piano,19,FEMALE,1,,4,2,5,4,4,6,5,2,3,4,5,5,4,5,4,5,4,4,2,1,3,3,1,4,2,6,6,4,4,3,6,5,4,6,6,5,6,6,10,8,6,9,7,19,female,right,No,Corrected to Normal,38,6,13,5,6,2,4,,,30,9,10,11,12,41,7,,,0,7,74,25,24,25,68,73,50,9,13,18,19,4,5,19,i{SPACE}would{SPACE}hold{SPACE}one{SPACE}finger{SPACE}up{SPACE}for{SPACE}low{SPACE}2{SPACE}fingers{SPACE}for{SPACE}medium{SPACE}and{SPACE}3{SPACE}for{SPACE}high{SPACE}and{SPACE}try{SPACE}to{SPACE}remeber{SPACE}the{SPACE}sequence{SPACE}{ENTER}
1039,35,49,24,23,34,62,5,3,7,5,1,7,3,6,6,3,7,7,1,3,5,6,8,1,1,1,1,1,1,2,3,2,voicenvoice,19,FEMALE,1,,5,2,5,2,2,5,6,4,4,6,6,6,3,5,6,6,5,6,6,2,5,3,1,6,1,2,5,3,5,2,3,3,5,6,7,3,6,7,8,8,10,8,7,19,female,right,No,Normal,39,8,14,5,1,1,0,,,38,13,11,14,28,46,5,,,2,3,68,20,23,25,61,76,61,7,21,21,19,6,1,37,"establish{SPACE}fingers{SPACE}for{SPACE}each{SPACE}{SHIFT}H{,}{SHIFT}{SHIFT}L{,}{SHIFT}M{SPACE}sound{SPACE}and{SPACE}try{SPACE}to{SPACE}remember{SPACE}order{SPACE}in{SPACE}which{SPACE}i{SPACE}pressed{SPACE}them{SPACE}down{SPACE}on{SPACE}the{SPACE}table{ENTER}"
1040,28,30,15,13,35,39,2,4,3,6,1,6,5,6,7,4,4,7,2,7,6,8,8,1,1,1,1,1,1,1,1,1,piano,20,female,1,,2,1,3,3,2,5,5,4,3,2,3,3,2,2,5,5,2,6,2,2,1,2,1,5,2,1,2,1,4,2,2,1,6,6,7,3,6,7,13,13,9,8,8,20,female,right,No,Corrected to Normal,40,9,11,5,1,1,0,,,31,7,12,12,19,47,,,,,,,,,,,,56,4,20,20,16,2,2,42,"{SHIFT}I{SPACE}would{SPACE}hear{SPACE}the{SPACE}tone{,}{SPACE}said{SPACE}it{SPACE}in{SPACE}my{SPACE}head{,}{SPACE}do{SPACE}the{SPACE}math{SPACE}problem{SPACE}then{SPACE}repeat{SPACE}the{SPACE}sequence{SPACE}of{SPACE}tones{SPACE}in{SPACE}my{SPACE}head{ENTER}"
1041,42,47,19,34,38,85,4,5,1,5,4,7,7,6,6,5,2,7,1,7,1,9,2,1,1,1,1,1,1,1,1,1,guitar,18,MALE,1,,7,4,4,6,1,7,4,2,7,4,7,4,6,7,7,5,4,3,4,1,5,5,1,1,2,4,6,5,4,4,7,4,7,6,7,4,7,7,12,7,9,8,7,18,male,right,No,Normal,41,7,11,5,8,6,2,,,27,12,5,10,11,38,,,,,,,,,,,,66,3,23,20,23,0,3,38,{ENTER}
1042,47,49,17,30,33,77,4,3,7,5,2,7,2,2,5,2,5,6,2,4,4,2,6,1,1,1,1,1,1,3,3,2,guitarn,19,FEMALE,1,,6,4,6,6,2,6,6,5,6,6,6,4,5,6,6,6,6,4,3,2,4,2,1,4,1,6,7,3,2,4,6,2,4,6,6,4,6,7,10,9,3,6,7,19,female,right,No,Normal,42,10,15,5,1,1,0,,,37,12,13,12,29,47,3,,,0,3,73,25,23,25,68,77,65,6,25,19,21,5,1,53,"{SHIFT}After{SPACE}hearing{SPACE}the{SPACE}noise{,}{SPACE}{SHIFT}I{SPACE}kept{SPACE}saying{SPACE}{SHIFT}{QUOTE}low{SPACE}medium{SPACE}or{SPACE}high{SHIFT}{QUOTE}{SPACE}in{SPACE}the{SPACE}correct{SPACE}order{SPACE}over{SPACE}and{SPACE}over{SPACE}in{SPACE}my{SPACE}head{SPACE}while{SPACE}completing{SPACE}the{SPACE}math{SPACE}problems{ENTER}"
1043,56,61,36,37,41,102,4,4,4,5,5,6,5,3,7,5,7,6,5,5,9,2,2,3,1,4,3,1,4,1,1,1,voice,19,FEMALE,1,,7,3,6,6,7,7,6,7,7,7,7,7,6,7,7,7,7,6,6,6,6,5,6,5,2,5,6,6,7,6,5,2,7,7,7,6,7,7,10,9,9,9,9,19,female,right,No,Normal,43,8,15,5,2,1,1,,,28,9,9,10,16,44,0,,,0,0,64,20,22,22,50,81,46,2,12,18,16,2,0,8,{SHIFT}I{SPACE}attempted{SPACE}to{SPACE}repeat{SPACE}the{SPACE}order{SPACE}of{SPACE}the{SPACE}tones{SPACE}back{SPACE}to{SPACE}myself{SPACE}before{SPACE}solving{SPACE}each{SPACE}math{SPACE}problem{ENTER}
1044,42,43,20,27,21,69,1,1,1,7,1,6,1,1,1,1,4,1,1,2,4,7,2,1,1,1,1,1,1,1,1,1,ClarinetnClarinet,20,Male,1,,3,5,4,7,1,6,6,3,7,4,7,5,5,2,7,5,2,6,2,2,3,3,2,5,3,1,7,5,1,7,5,1,1,3,7,2,1,7,10,9,8,7,6,20,male,right,No,Corrected to Normal,44,13,15,4,2,1,1,,,22,4,8,10,15,46,5,,,4,1,64,19,23,22,57,76,39,4,14,16,9,2,2,18,{SHIFT}Repeating{SPACE}the{SPACE}sequence{SPACE}of{SPACE}sounds{SPACE}for{SPACE}every{SPACE}screen{SPACE}adding{SPACE}in{SPACE}the{SPACE}next{SPACE}sound{SPACE}heard{SPACE}while{SPACE}solving{SPACE}the{SPACE}problems{.}{ENTER}
1045,39,48,10,32,34,66,5,5,5,3,4,6,6,6,4,5,3,6,1,6,5,6,2,1,1,1,1,1,1,1,1,1,I dont know,20,Female,1,,5,2,6,5,2,6,7,3,3,6,6,2,5,6,6,6,5,6,2,1,1,1,1,3,1,2,6,5,5,3,6,5,5,6,7,5,5,6,10,6,10,10,8,20,female,right,No,Corrected to Normal,45,5,11,5,4,3,1,,,16,4,4,8,7,42,9,,,1,8,12,9,1,2,0,70,28,6,8,8,12,6,0,7,{ENTER}
1046,47,53,29,32,40,93,7,6,5,4,4,7,5,2,5,5,5,5,4,5,1,8,4,1,1,1,1,1,1,2,4,1,piano,18,FEMALE,1,,6,4,7,6,4,7,5,5,3,7,6,5,6,6,6,7,4,6,6,6,6,4,1,4,2,5,7,5,3,5,5,2,7,7,7,6,6,7,11,11,11,10,9,18,female,left,No,Normal,46,9,11,5,6,5,1,,,30,11,8,11,16,41,3,,,1,2,58,20,19,19,37,78,61,9,18,19,24,8,1,50,"{SHIFT}If{SPACE}the{SPACE}tones{SPACE}went{SPACE}in{SPACE}order{SPACE}{SHIFT}{(}low{,}medium{,}high{SPACE}or{SPACE}high{,}medium{,}low{SHIFT}{)}{SHIFT}w{SHIFT}{)}{SPACE}or{SPACE}if{SPACE}there{SPACE}was{SPACE}any{SPACE}patterns{SPACE}{SHIFT}{(}low{,}medium{,}low{SHIFT}{)}{ENTER}"
1047,46,56,34,35,33,92,5,4,4,7,4,7,6,4,7,4,7,5,2,5,9,8,6,1,1,1,1,1,1,1,1,1,Piano,21,FEMALE,1,,5,4,5,5,3,7,5,5,7,6,7,5,6,6,7,7,6,6,6,4,5,5,6,6,2,4,7,7,6,5,4,2,5,6,6,4,5,7,14,10,9,9,11,21,female,right,No,Normal,47,8,15,5,1,1,0,,,32,10,10,12,27,47,3,,,0,3,59,18,24,17,33,74,66,3,23,20,23,2,1,50,"{SHIFT}Tapping{SPACE}fingers{,}{SPACE}replaying{SPACE}the{SPACE}sounds{SPACE}in{SPACE}my{SPACE}head{ENTER}"
1048,45,60,31,38,39,104,6,5,3,2,4,3,2,2,6,5,7,6,2,7,6,1,7,2,2,1,2,2,1,2,2,1,Fingerstyle Tenor Ukulele,18,FEMALE,0,Vyvanse ,7,1,6,7,5,7,6,5,1,7,6,7,7,7,7,7,7,5,7,7,1,4,2,3,7,5,7,7,6,5,6,2,6,7,7,6,7,6,15,10,10,7,7,18,female,right,No,Corrected to Normal,48,7,12,5,1,1,0,,,29,9,8,12,18,46,6,,,4,2,70,24,21,25,61,75,49,4,16,15,18,3,1,28,"{SHIFT}I{SPACE}tried{SPACE}saying{SPACE}{SHIFT}{QUOTE}{SHIFT}{QUOTE}high{SPACE}or{SPACE}low{SPACE}after{SPACE}hearing{SPACE}the{SPACE}tone{,}{SPACE}then{SPACE}repeating{SPACE}each{SPACE}in{SPACE}my{SPACE}head{SPACE}after{SPACE}the{SPACE}math{SPACE}problems{.}{SPACE}{SHIFT}For{SPACE}example{,}{SPACE}after{SPACE}the{SPACE}third{SPACE}problem{SPACE}in{SPACE}a{SPACE}sequence{SPACE}i{'}d{SPACE}try{SPACE}saying{SPACE}high{,}{SPACE}medium{,}{SPACE}high{.}{SPACE}{SHIFT}{ENTER}"
1049,53,55,28,37,40,104,2,5,2,5,2,7,5,4,4,5,4,6,1,3,4,8,8,1,1,1,1,1,1,1,1,1,drums,18,MALE,1,,7,7,7,7,1,7,7,3,7,7,7,2,7,6,7,7,5,7,7,3,4,5,1,5,3,3,7,6,5,7,7,2,5,7,7,7,7,7,14,8,10,7,5,18,male,left,No,Normal,49,7,10,5,2,2,0,,,28,7,11,10,13,46,6,,,4,2,60,16,20,24,41,73,58,6,22,17,19,3,3,23,memorizing{SPACE}the{SPACE}letter{SPACE}of{SPACE}the{SPACE}tones{ENTER}
1050,52,50,19,39,38,99,5,5,6,6,7,6,6,7,6,5,5,7,3,7,5,6,6,1,1,1,1,1,1,1,1,1,voice,20,FEMALE,1,,7,5,6,7,3,7,6,5,6,7,5,4,7,5,6,7,7,2,7,2,4,3,1,1,1,5,6,7,7,6,6,2,5,7,7,5,7,7,9,12,8,6,7,20,female,right,No,Corrected to Normal,50,5,15,4,5,2,3,,,18,6,9,3,8,43,4,,,0,4,25,14,4,7,8,77,62,6,18,21,23,4,2,50,{SHIFT}I{SPACE}sang{SPACE}along{SPACE}to{SPACE}them{SPACE}in{SPACE}my{SPACE}head{SPACE}at{SPACE}first{SPACE}and{SPACE}would{SPACE}repeat{SPACE}them{SPACE}so{SPACE}that{SPACE}they{SPACE}stacked{SPACE}on{SPACE}top{SPACE}of{SPACE}each{SPACE}other{SPACE}in{SPACE}the{SPACE}right{SPACE}order{.}{SPACE}{SHIFT}If{SPACE}it{SPACE}was{SPACE}a{SPACE}long{SPACE}set{SPACE}{SHIFT}I{SPACE}would{SPACE}invision{SPACE}the{SPACE}{SHIFT}HLM{SPACE}scale{SPACE}and{SPACE}try{SPACE}to{SPACE}remember{SPACE}in{SPACE}what{SPACE}order{SPACE}they{SPACE}would{SPACE}go{SPACE}in{SPACE}{SHIFT}{)}{SHIFT}{(}like{SPACE}completing{SPACE}a{SPACE}path{SHIFT}{)}{SHIFT}{)}{ENTER}
1051,21,47,15,25,34,60,2,4,7,6,1,6,6,5,4,4,5,6,2,6,9,8,6,1,1,1,1,1,1,1,1,1,Clarinet,22,female,1,,2,2,3,2,1,2,6,1,2,5,5,5,5,4,6,6,6,5,2,1,4,5,1,1,1,4,5,2,2,6,4,2,5,6,7,5,4,7,9,6,8,10,8,22,female,right,No,Corrected to Normal,51,8,15,4,5,5,0,,,33,10,12,11,17,43,15,,,6,9,23,13,7,3,0,66,24,5,5,6,13,5,0,0,"{SHIFT}{SHIFT}For{SPACE}each{SPACE}equation{,}{SPACE}{SHIFT}I{SPACE}would{SPACE}try{SPACE}to{SPACE}remeber{SPACE}whether{SPACE}it{SPACE}was{SPACE}high{SPACE}or{SPACE}low{SPACE}or{SPACE}middle{SPACE}andkeep{SPACE}repeating{SPACE}it{SPACE}to{SPACE}myself{SPACE}til{SPACE}the{SPACE}end{ENTER}"
1052,21,49,20,23,32,59,6,5,1,7,3,4,4,5,5,3,6,5,5,7,5,5,5,1,1,1,1,1,1,1,1,1,saxophone,19,MALE,1,,3,2,3,5,1,1,3,1,2,5,6,5,5,6,6,5,5,6,5,1,1,5,1,5,2,2,3,5,5,3,3,2,5,6,6,3,6,6,15,10,9,10,10,19,male,right,No,Normal,52,10,15,4,1,1,0,,,40,13,13,14,35,47,13,,,6,7,54,22,16,16,24,68,58,6,18,19,21,3,3,33,"{SHIFT}I{SPACE}would{SPACE}say{SPACE}the{SPACE}tone{SPACE}{SHIFT}{(}low{,}{SPACE}medium{,}{SPACE}or{SPACE}high{SHIFT}{)}{SHIFT}{)}{SPACE}in{SPACE}my{SPACE}head{,}{SPACE}and{SPACE}tap{SPACE}my{SPACE}fingers{SPACE}according{SPACE}to{SPACE}the{SPACE}tone{ENTER}"
1053,30,46,15,19,32,55,5,6,7,4,4,5,5,5,6,4,6,4,4,4,6,8,8,1,1,1,1,1,1,1,1,1,guitar,21,MALE,1,none,2,2,5,4,3,4,5,3,2,6,6,5,5,3,6,7,3,5,5,2,2,2,1,1,2,2,3,3,4,3,3,1,4,7,6,4,6,5,9,8,9,8,8,21,male,right,No,Normal,53,7,13,5,1,1,0,,,20,6,7,7,7,47,0,,,0,0,71,23,25,23,61,81,67,7,19,24,24,4,3,44,measuring{SPACE}tones{SPACE}on{SPACE}fingers{ENTER}
1054,42,54,17,31,34,78,1,3,3,3,4,7,7,4,6,3,4,7,1,7,4,9,6,1,1,1,1,1,1,1,1,1,voice,18,female,1,na,4,2,6,6,4,5,6,2,7,7,6,4,5,6,7,7,6,6,5,2,5,1,1,1,2,5,6,3,6,6,4,1,6,6,6,5,6,5,12,8,8,8,5,18,female,right,No,Normal,54,12,14,5,2,2,0,,,31,11,10,10,25,45,4,,,1,3,70,25,20,25,68,77,63,3,21,19,23,2,1,44,i{SPACE}used{SPACE}my{SPACE}fingers{SPACE}to{SPACE}keep{SPACE}track{SPACE}of{SPACE}how{SPACE}many{SPACE}sounds{SPACE}there{SPACE}were{SPACE}and{SPACE}with{SPACE}each{SPACE}new{SPACE}sound{SPACE}i{SPACE}repeated{SPACE}the{SPACE}previous{SPACE}ones{SPACE}and{SPACE}added{SPACE}the{SPACE}new{SPACE}on{SPACE}at{SPACE}the{SPACE}end{SPACE}{.}{ENTER}
1055,49,53,30,41,39,96,5,6,6,7,7,6,7,5,7,5,7,5,6,5,6,6,2,1,1,1,1,1,1,1,1,1,voice,20,FEMALE,1,,7,2,7,6,3,7,7,6,4,6,6,5,6,6,6,6,5,7,6,3,5,5,4,5,2,5,6,6,6,6,7,5,6,7,6,6,7,7,12,11,9,9,6,20,female,right,No,Normal,55,7,15,5,1,1,0,,,25,7,9,9,15,47,9,,,3,6,58,19,20,19,34,72,44,2,11,15,18,1,1,22,"{SHIFT}At{SPACE}first{SPACE}{SHIFT}I{SPACE}used{SPACE}my{SPACE}hands{SPACE}as{SPACE}symbols{SPACE}and{SPACE}then{SPACE}{SHIFT}I{SPACE}started{SPACE}just{SPACE}remembering{SPACE}either{SPACE}{SHIFT}H{,}{SPACE}{SHIFT}M{,}{SPACE}{SHIFT}or{SPACE}{SHIFT}L{ENTER}"
1056,43,50,18,18,35,62,4,4,2,6,4,7,5,2,7,3,7,6,2,5,9,8,5,1,1,1,1,1,1,1,1,1,guitar,21,male,1,,4,2,6,6,2,6,6,4,7,2,7,5,7,7,6,7,2,7,1,6,3,2,1,4,1,2,5,2,2,2,3,2,5,7,7,6,6,4,,,9,10,9,21,male,right,No,Normal,56,14,15,5,0,0,0,,,30,10,9,11,17,47,2,,,0,2,67,23,21,23,50,79,44,5,12,17,15,3,2,27,i{SPACE}would{SPACE}basically{SPACE}play{SPACE}the{SPACE}sounds{SPACE}back{SPACE}in{SPACE}my{SPACE}mind{SPACE}or{SPACE}make{SPACE}visualize{SPACE}clicking{SPACE}the{SPACE}boxes{SPACE}in{SPACE}certain{SPACE}orders{SPACE}would{SPACE}also{SPACE}take{SPACE}advantage{SPACE}of{SPACE}the{SPACE}time{SPACE}when{SPACE}picking{SPACE}true{SPACE}or{SPACE}false{SPACE}to{SPACE}think{SPACE}about{SPACE}previous{SPACE}sounds{SPACE}played{ENTER}
1057,42,51,33,40,34,95,5,5,4,7,5,5,4,4,7,4,7,6,4,5,5,5,6,1,1,1,1,1,1,1,1,1,voice,19,FEMALE,1,,5,3,6,5,2,6,6,5,4,6,7,6,6,6,6,6,2,6,7,5,6,6,3,4,2,5,7,6,7,5,6,4,6,6,4,6,6,6,,,6,7,8,19,female,right,No,Corrected to Normal,57,8,15,4,13,13,0,,,11,6,3,2,4,34,5,,,1,4,5,3,1,1,0,76,33,1,12,14,7,1,0,7,remembered{SPACE}the{SPACE}first{SPACE}and{SPACE}last{SPACE}tones{ENTER}
